Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;DQR;Nom et code;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total
12815;12815;lait et produits laitiers;fromages;Fromage de chèvre sec;Cheese, dry, from goat's milk;2,45;Fromage de chèvre sec (12815);4,93;0,30;0,26;0,21;0,04;0,01;5,75
12320;12320;lait et produits laitiers;fromages;Fromage fondu double crème, environ 31% MG;Processed cheese, double cream, around 31% fat;1,88;Fromage fondu double crème, environ 31% MG (12320);4,45;0,26;0,26;0,21;0,04;0,01;5,22
12310;12310;lait et produits laitiers;fromages;Fromage fondu en portions ou en cubes environ 20% MG;Processed cheese, around 20% fat, in wedges or cubes;2,24;Fromage fondu en portions ou en cubes environ 20% MG (12310);4,45;0,26;0,26;0,21;0,04;0,01;5,22
12300;12300;lait et produits laitiers;fromages;Fromage fondu en tranchettes;Processed cheese, in slices;1,88;Fromage fondu en tranchettes (12300);4,45;0,26;0,26;0,21;0,04;0,01;5,22
19667;19667;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D;Petit-Suisse, fresh cream cheese type, fruits flavoured, 2-3% fat, fortified with calcium and vitamin D;3,88;Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D (19667);1,27;0,13;0,18;0,18;0,04;0,01;1,80
19661;19661;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, aux fruits, 2-3% MG;Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat;3,88;Fromage frais type petit suisse, aux fruits, 2-3% MG (19661);1,27;0,13;0,18;0,18;0,04;0,01;1,80
19662;19662;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D;Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat, fortified with calcium and vitamin D;3,88;Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D (19662);1,27;0,13;0,18;0,18;0,04;0,01;1,80
19663;19663;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, nature, 0% MG;Petit-Suisse, fresh cream cheese type, plain, fat free;3,48;Fromage frais type petit suisse, nature, 0% MG (19663);1,08;0,13;0,18;0,18;0,04;0,01;1,61
19666;19666;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, nature, 10% MG environ;Petit-Suisse like fresh cream cheese, plain, around 9% fat;3,48;Fromage frais type petit suisse, nature, 10% MG environ (19666);1,82;0,13;0,18;0,18;0,04;0,01;2,35
19664;19664;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, nature, 4% MG environ;Petit-Suisse, fresh cream cheese type, plain, around 4% fat;3,48;Fromage frais type petit suisse, nature, 4% MG environ (19664);1,37;0,13;0,18;0,18;0,04;0,01;1,90
12009;12009;lait et produits laitiers;fromages;Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse;Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat;2,24;Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse (12009);4,18;0,28;0,26;0,21;0,04;0,01;4,98
12012;12012;lait et produits laitiers;fromages;Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse;Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat;2,24;Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse (12012);4,23;0,28;0,26;0,21;0,04;0,01;5,03
12013;12013;lait et produits laitiers;fromages;Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse;Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat;2,24;Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse (12013);4,26;0,27;0,26;0,21;0,04;0,01;5,05
12060;12060;lait et produits laitiers;fromages;Fromage type feta, au lait de vache;Feta-type cheese from cow's milk;2,24;Fromage type feta, au lait de vache (12060);4,37;0,27;0,26;0,21;0,04;0,01;5,15
12063;12063;lait et produits laitiers;fromages;Fromage type feta, au lait de vache, à l'huile et aux aromates;Feta-type cheese from cow's milk, in oil and spices;2,24;Fromage type feta, au lait de vache, à l'huile et aux aromates (12063);4,37;0,27;0,26;0,21;0,04;0,01;5,15
39234;39234;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau au chocolat, cœur fondant, rayon frais;Chocolate cake w melting centre, refrigerated;2,41;Gâteau au chocolat, cœur fondant, rayon frais (39234);2,97;4,48;0,19;0,26;0,04;0,01;7,94
23536;23536;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau de riz au caramel, rayon frais;Rice pudding w caramel sauce, refrigerated;2,9;Gâteau de riz au caramel, rayon frais (23536);1,00;0,18;0,19;0,23;0,04;0,01;1,63
39232;39232;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau de riz, appertisé;Rice pudding, canned;2,9;Gâteau de riz, appertisé (39232);1,07;0,17;0,18;0,15;0,02;0,01;1,60
23534;23534;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau de semoule aux raisins et caramel, rayon frais;Semolina pudding, with raisins and caramel sauce, refrigerated;2,3;Gâteau de semoule aux raisins et caramel, rayon frais (23534);0,86;0,19;0,19;0,21;0,04;0,01;1,49
23535;23535;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau de semoule, appertisé;Semolina pudding, canned;1,9;Gâteau de semoule, appertisé (23535);0,95;0,21;0,18;0,13;0,02;0,01;1,50
12524;12524;lait et produits laitiers;fromages;Gorgonzola;Gorgonzola cheese, from cow's milk;2,24;Gorgonzola (12524);4,47;0,26;0,18;0,21;0,04;0,01;5,17
12736;12736;lait et produits laitiers;fromages;Gouda;Gouda cheese, from cow's milk;2,24;Gouda (12736);5,03;0,41;0,26;0,21;0,04;0,01;5,96
12123;12123;lait et produits laitiers;fromages;Grana Padano;Grana Padano cheese, from cow's milk;2,24;Grana Padano (12123);5,24;0,39;0,26;0,21;0,04;0,01;6,15
12114;12114;lait et produits laitiers;fromages;Gruyère;Gruyere cheese, from cow's milk;1,81;Gruyère (12114);5,36;0,38;0,26;0,21;0,04;0,01;6,26
12113;12113;lait et produits laitiers;fromages;Gruyère IGP France;Gruyere cheese, France, Protected Geographical Indication, from cow's milk;1,81;Gruyère IGP France (12113);5,27;0,39;0,26;0,21;0,04;0,01;6,18
39215;39215;lait et produits laitiers;produits laitiers frais et assimilés;Ile flottante, rayon frais;Floating island (meringue poached in milk and served in a light custard cream), refrigerated;2,36;Ile flottante, rayon frais (39215);1,21;0,18;0,19;0,21;0,04;0,01;1,83
19026;19026;lait et produits laitiers;laits;Lait concentré non sucré, entier;Condensed milk, without sugar, whole;2,7;Lait concentré non sucré, entier (19026);2,15;0,05;0,18;0,15;0,01;0,00;2,54
19027;19027;lait et produits laitiers;laits;Lait concentré sucré, entier;Condensed milk, with sugar, whole;3,13;Lait concentré sucré, entier (19027);2,15;0,05;0,18;0,15;0,01;0,00;2,54
19250;19250;lait et produits laitiers;laits;Lait de brebis, entier;Sheep milk, whole;2,65;Lait de brebis, entier (19250);1,72;0,00;0,15;0,21;0,02;0,00;2,09
19201;19201;lait et produits laitiers;laits;Lait de chèvre, demi-écrémé, UHT;Goat milk, half skimmed, UHT pasteurized;2,99;Lait de chèvre, demi-écrémé, UHT (19201);1,13;0,00;0,15;0,19;0,01;0,00;1,48
19202;19202;lait et produits laitiers;laits;Lait de chèvre, entier, cru;Goat milk, whole, raw;2,99;Lait de chèvre, entier, cru (19202);1,13;0,00;0,15;0,19;0,01;0,00;1,48
19200;19200;lait et produits laitiers;laits;Lait de chèvre, entier, UHT;Goat milk, whole, UHT;2,99;Lait de chèvre, entier, UHT (19200);1,13;0,00;0,15;0,19;0,01;0,00;1,48
19060;19060;lait et produits laitiers;laits;Lait demi-écrémé, à teneur réduite en lactose;Milk, semi-skimmed, reduced lactose;2,47;Lait demi-écrémé, à teneur réduite en lactose (19060);0,94;0,01;0,15;0,20;0,02;0,00;1,32
19042;19042;lait et produits laitiers;laits;Lait demi-écrémé, pasteurisé;Milk, semi-skimmed, pasteurised;2,05;Lait demi-écrémé, pasteurisé (19042);0,94;0,01;0,15;0,20;0,02;0,00;1,32
19041;19041;lait et produits laitiers;laits;Lait demi-écrémé, UHT;Milk, semi-skimmed, UHT;2,47;Lait demi-écrémé, UHT (19041);0,94;0,01;0,15;0,20;0,02;0,00;1,32
19037;19037;lait et produits laitiers;laits;Lait demi-écrémé, UHT, enrichi en vitamines;Milk, semi-skimmed, vitamin D fortified, UHT;2,47;Lait demi-écrémé, UHT, enrichi en vitamines (19037);0,94;0,01;0,15;0,20;0,02;0,00;1,32
19051;19051;lait et produits laitiers;laits;Lait écrémé, pasteurisé;Milk, skimmed, pasteurised;2,05;Lait écrémé, pasteurisé (19051);0,82;0,01;0,15;0,20;0,02;0,00;1,19
19050;19050;lait et produits laitiers;laits;Lait écrémé, UHT;Milk, skimmed, UHT;2,47;Lait écrémé, UHT (19050);0,82;0,01;0,15;0,20;0,02;0,00;1,19
19678;19678;lait et produits laitiers;produits laitiers frais et assimilés;Lait emprésuré aromatisé, rayon frais;Renneted milk, flavoured, refrigerated;2,46;Lait emprésuré aromatisé, rayon frais (19678);1,12;0,01;0,18;0,21;0,04;0,01;1,56
19044;19044;lait et produits laitiers;laits;Lait en poudre, demi-écrémé;Milk, powder, semi-skimmed, non rehydrated;2,29;Lait en poudre, demi-écrémé (19044);14,60;0,00;0,10;0,11;0,02;0,00;14,80
19054;19054;lait et produits laitiers;laits;Lait en poudre, écrémé;Milk, powder, skimmed, non rehydrated;1,86;Lait en poudre, écrémé (19054);14,60;0,00;0,10;0,11;0,02;0,00;14,80
19021;19021;lait et produits laitiers;laits;Lait en poudre, entier;Milk, powder, whole, non rehydrated;2,29;Lait en poudre, entier (19021);14,60;0,00;0,10;0,11;0,02;0,00;14,80
19024;19024;lait et produits laitiers;laits;Lait entier, pasteurisé;Milk, whole, pasteurised;2,03;Lait entier, pasteurisé (19024);1,12;0,01;0,15;0,21;0,02;0,00;1,50
19023;19023;lait et produits laitiers;laits;Lait entier, UHT;Milk, whole, UHT;2,46;Lait entier, UHT (19023);1,12;0,01;0,15;0,21;0,02;0,00;1,50
19805;19805;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté à boire, nature, au lait entier;Fermented milk drink, plain, whole milk;1,6;Lait fermenté à boire, nature, au lait entier (19805);1,12;0,00;0,18;0,21;0,04;0,01;1,55
19801;19801;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté à boire, nature, maigre;Fermented milk drink, plain, skimmed milk;2,9;Lait fermenté à boire, nature, maigre (19801);0,94;0,01;0,18;0,20;0,04;0,01;1,37
19539;19539;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus;Fermented milk or dairy specialty, yogurt type, flavoured, with sugar, with bifidus;2,34;Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus (19539);0,87;0,17;0,18;0,20;0,04;0,01;1,46
19542;19542;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus;Fermented milk or dairy specialty, yogurt type, with fruits, with sugar, with bifidus;3,61;Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus (19542);1,53;0,15;0,18;0,24;0,04;0,01;2,13
19546;19546;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus;Fermented milk or dairy specialty, yogurt type, plain, with bifidus;2,48;Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus (19546);1,55;0,15;0,18;0,20;0,04;0,01;2,12
19683;19683;lait et produits laitiers;produits laitiers frais et assimilés;Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais;Milk jelly, flavoured, reduced fat and sugar, refrigerated;2,48;Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais (19683);0,93;0,16;0,18;0,20;0,04;0,01;1,52
19679;19679;lait et produits laitiers;produits laitiers frais et assimilés;Lait gélifié aromatisé, nappé caramel, rayon frais;Milk jelly, flavoured, covered with caramel, refrigerated;2,49;Lait gélifié aromatisé, nappé caramel, rayon frais (19679);1,08;0,18;0,18;0,20;0,04;0,01;1,69
19680;19680;lait et produits laitiers;produits laitiers frais et assimilés;Lait gélifié aromatisé, rayon frais;Milk jelly, flavoured, refrigerated;2,04;Lait gélifié aromatisé, rayon frais (19680);0,93;0,16;0,18;0,20;0,04;0,01;1,52
12040;12040;lait et produits laitiers;fromages;Langres;Langres cheese, from cow's milk;2,24;Langres (12040);4,22;0,28;0,26;0,21;0,04;0,01;5,01
39220;39220;lait et produits laitiers;produits laitiers frais et assimilés;Liégeois aux fruits;Fruit liegeois;4,1;Liégeois aux fruits (39220);1,99;0,00;0,19;0,19;0,04;0,01;2,41
19681;19681;lait et produits laitiers;produits laitiers frais et assimilés;Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais;Custard topped with whipped cream (chocolate, coffee, caramel or vanilla custard), refrigerated;2,41;Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais (19681);1,10;3,06;0,19;0,23;0,04;0,01;4,63
12037;12037;lait et produits laitiers;fromages;Livarot;Livarot cheese, from cow's milk;2,24;Livarot (12037);4,57;0,26;0,26;0,21;0,04;0,01;5,35
12030;12030;lait et produits laitiers;fromages;Maroilles fermier;"Maroilles ""fermier"" cheese";2,24;Maroilles fermier (12030);4,72;0,25;0,26;0,21;0,04;0,01;5,48
12029;12029;lait et produits laitiers;fromages;Maroilles laitier;"Maroilles ""laitier"" cheese";2,24;Maroilles laitier (12029);4,60;0,26;0,26;0,21;0,04;0,01;5,37
12036;12036;lait et produits laitiers;fromages;Maroilles, sans précision;Maroilles cheese, from cow's milk;2,24;Maroilles, sans précision (12036);4,71;0,25;0,26;0,21;0,04;0,01;5,47
39001;39001;lait et produits laitiers;produits laitiers frais et assimilés;Milk-shake, provenant de fast food;Milkshake, from fast foods restaurant;1,95;Milk-shake, provenant de fast food (39001);0,97;0,02;0,10;0,22;0,04;0,01;1,36
12737;12737;lait et produits laitiers;fromages;Mimolette demi-vieille;Mimolette cheese, half-old, from cow's milk;2,24;Mimolette demi-vieille (12737);5,25;0,39;0,26;0,21;0,04;0,01;6,16
12742;12742;lait et produits laitiers;fromages;Mimolette extra-vieille;Mimolette cheese, extra old, from cow's milk;2,24;Mimolette extra-vieille (12742);5,36;0,38;0,26;0,21;0,04;0,01;6,26
12735;12735;lait et produits laitiers;fromages;Mimolette jeune;Mimolette cheese, young, from cow's milk;2,24;Mimolette jeune (12735);5,14;0,41;0,26;0,21;0,04;0,01;6,06
12738;12738;lait et produits laitiers;fromages;Mimolette vieille;Mimolette cheese, old, from cow's milk;2,24;Mimolette vieille (12738);5,47;0,37;0,26;0,21;0,04;0,01;6,36
12740;12740;lait et produits laitiers;fromages;Mimolette, sans précision;Mimolette cheese, from cow's milk;2,24;Mimolette, sans précision (12740);5,25;0,39;0,26;0,21;0,04;0,01;6,16
12051;12051;lait et produits laitiers;fromages;Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse);Vacherin cheese or Mont d'or cheese, from cow's milk;2,24;Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse) (12051);4,39;0,27;0,26;0,21;0,04;0,01;5,17
12743;12743;lait et produits laitiers;fromages;Morbier;Morbier cheese, from cow's milk;2,24;Morbier (12743);5,01;0,42;0,26;0,21;0,04;0,01;5,95
19852;19852;lait et produits laitiers;produits laitiers frais et assimilés;Mousse à la crème de marrons, rayon frais;Chestnut mousse, refrigerated;4,32;Mousse à la crème de marrons, rayon frais (19852);1,38;0,21;0,19;0,32;0,04;0,01;2,13
39206;39206;lait et produits laitiers;produits laitiers frais et assimilés;Mousse au chocolat (base laitière), rayon frais;Chocolate mousse (milk-based), refrigerated;2,5;Mousse au chocolat (base laitière), rayon frais (39206);2,13;6,83;0,19;0,28;0,04;0,01;9,47
39210;39210;lait et produits laitiers;produits laitiers frais et assimilés;Mousse au chocolat traditionnelle, rayon frais;Mousse, chocolate, refrigerated;2,5;Mousse au chocolat traditionnelle, rayon frais (39210);2,13;6,83;0,19;0,28;0,04;0,01;9,47
39228;39228;lait et produits laitiers;produits laitiers frais et assimilés;Mousse aux fruits, rayon frais;Fruit mousse, refrigerated;3,65;Mousse aux fruits, rayon frais (39228);1,38;0,21;0,19;0,32;0,04;0,01;2,13
39235;39235;lait et produits laitiers;produits laitiers frais et assimilés;Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais;Mousse (chocolate, coffee, caramel or vanilla) topped with whipped cream, refrigerated;2,5;Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais (39235);1,10;2,92;0,19;0,23;0,04;0,01;4,48
19590;19590;lait et produits laitiers;fromages;Mozzarella au lait de vache;Mozzarella cheese, from cow's milk;1,88;Mozzarella au lait de vache (19590);3,85;0,30;0,26;0,21;0,04;0,01;4,66
12039;12039;lait et produits laitiers;fromages;Munster;Munster cheese, from cow's milk;2,24;Munster (12039);4,55;0,26;0,26;0,21;0,04;0,01;5,33
12031;12031;lait et produits laitiers;fromages;Neufchâtel;Neufchâtel cheese, from cow's milk;2,24;Neufchâtel (12031);4,12;0,28;0,26;0,21;0,04;0,01;4,92
12119;12119;lait et produits laitiers;fromages;Ossau-Iraty;Ossau-Iraty cheese, from ewe's milk;2,45;Ossau-Iraty (12119);4,49;0,31;0,26;0,21;0,04;0,01;5,32
39236;39236;lait et produits laitiers;produits laitiers frais et assimilés;Pain perdu;French toast;2,37;Pain perdu (39236);1,31;0,18;0,19;0,21;0,04;0,01;1,93
19685;19685;lait et produits laitiers;produits laitiers frais et assimilés;Panna cotta, rayon frais;Panna cotta, refrigerated;3,07;Panna cotta, rayon frais (19685);1,20;0,29;0,19;0,19;0,04;0,01;1,92
12120;12120;lait et produits laitiers;fromages;Parmesan;Parmesan cheese, from cow's milk;1,84;Parmesan (12120);5,28;0,39;0,26;0,21;0,04;0,01;6,19
12831;12831;lait et produits laitiers;fromages;Pélardon (fromage de chèvre);Pélardon cheese, from goat's milk;2,45;Pélardon (fromage de chèvre) (12831);6,65;0,29;0,26;0,21;0,04;0,01;7,46
12836;12836;lait et produits laitiers;fromages;Picodon (fromage de chèvre);Picodon cheese, from goat's milk;2,45;Picodon (fromage de chèvre) (12836);6,06;0,29;0,26;0,21;0,04;0,01;6,87
12042;12042;lait et produits laitiers;fromages;Pont l'Évêque;Pont l'Evêque cheese, from cow's milk;2,24;Pont l'Évêque (12042);4,62;0,25;0,26;0,21;0,04;0,01;5,39
12839;12839;lait et produits laitiers;fromages;Pouligny Saint-Pierre (fromage de chèvre);Pouligny Saint-Pierre cheese, from goat's milk;2,45;Pouligny Saint-Pierre (fromage de chèvre) (12839);5,69;0,29;0,26;0,21;0,04;0,01;6,50
23474;23474;lait et produits laitiers;produits laitiers frais et assimilés;Profiteroles (crème pâtissière et sauce chocolat), rayon frais;Profiteroles (chou pastry), with custard and chocolate sauce, refrigerated;2,41;Profiteroles (crème pâtissière et sauce chocolat), rayon frais (23474);1,23;2,09;0,19;0,22;0,04;0,01;3,77
12716;12716;lait et produits laitiers;fromages;Provolone;Provolone cheese, from cow's milk;2,24;Provolone (12716);4,97;0,42;0,26;0,21;0,04;0,01;5,91
12749;12749;lait et produits laitiers;fromages;Raclette (fromage);Raclette cheese, from cow's milk;2,24;Raclette (fromage) (12749);5,00;0,42;0,26;0,21;0,04;0,01;5,93
12045;12045;lait et produits laitiers;fromages;Reblochon;Reblochon cheese, from cow's milk;1,81;Reblochon (12045);4,58;0,26;0,26;0,21;0,04;0,01;5,36
39212;39212;lait et produits laitiers;produits laitiers frais et assimilés;Riz au lait, rayon frais;Rice pudding, refrigerated;2,9;Riz au lait, rayon frais (39212);1,07;0,17;0,19;0,23;0,04;0,01;1,70
12847;12847;lait et produits laitiers;fromages;Rocamadour (fromage de chèvre);Rocamadour cheese, from goat's milk;2,45;Rocamadour (fromage de chèvre) (12847);5,25;0,29;0,26;0,21;0,04;0,01;6,06
12500;12500;lait et produits laitiers;fromages;Roquefort;Roquefort cheese, from ewe's milk;2,11;Roquefort (12500);5,31;0,29;0,18;0,21;0,04;0,01;6,04
12842;12842;lait et produits laitiers;fromages;Sainte-Maure (fromage de chèvre);Sainte Maure cheese, from goat's milk;2,45;Sainte-Maure (fromage de chèvre) (12842);5,40;0,29;0,26;0,21;0,04;0,01;6,21
12807;12807;lait et produits laitiers;fromages;Sainte-Maure de Touraine (fromage de chèvre);Goat cheese from raw milk;2,45;Sainte-Maure de Touraine (fromage de chèvre) (12807);5,62;0,29;0,26;0,21;0,04;0,01;6,43
12052;12052;lait et produits laitiers;fromages;Saint-Félicien;Saint-Felicien cheese, from cow's milk;2,24;Saint-Félicien (12052);4,05;0,29;0,26;0,21;0,04;0,01;4,85
12049;12049;lait et produits laitiers;fromages;Saint-Marcellin;Saint-Marcellin cheese, from cow's milk;2,24;Saint-Marcellin (12049);3,93;0,29;0,26;0,21;0,04;0,01;4,74
12751;12751;lait et produits laitiers;fromages;Saint-Nectaire, fermier;Saint-Nectaire cheese, from cow's milk, milk collected in an unique farm;2,24;Saint-Nectaire, fermier (12751);4,45;0,47;0,26;0,21;0,04;0,01;5,44
12748;12748;lait et produits laitiers;fromages;Saint-Nectaire, laitier;Saint-Nectaire cheese, from cow's milk, milks collected in many farms;2,24;Saint-Nectaire, laitier (12748);4,45;0,47;0,26;0,21;0,04;0,01;5,44
12752;12752;lait et produits laitiers;fromages;Saint-Nectaire, sans précision;Saint-Nectaire cheese, from cow's milk;2,24;Saint-Nectaire, sans précision (12752);4,45;0,47;0,26;0,21;0,04;0,01;5,44
12755;12755;lait et produits laitiers;fromages;Saint-Paulin (fromage à pâte pressée non cuite demi-ferme);Saint-Paulin cheese, from cow's milk (semi-hard cheese);2,24;Saint-Paulin (fromage à pâte pressée non cuite demi-ferme) (12755);4,76;0,44;0,26;0,21;0,04;0,01;5,72
12725;12725;lait et produits laitiers;fromages;Salers;Salers cheese, from cow's milk;2,24;Salers (12725);5,05;0,41;0,26;0,21;0,04;0,01;5,98
12845;12845;lait et produits laitiers;fromages;Selles-sur-Cher (fromage de chèvre);Selles-sur-Cher cheese, from goat's milk;2,45;Selles-sur-Cher (fromage de chèvre) (12845);5,69;0,29;0,26;0,21;0,04;0,01;6,50
39218;39218;lait et produits laitiers;produits laitiers frais et assimilés;Semoule au lait, rayon frais;Semolina pudding, refrigerated;1,85;Semoule au lait, rayon frais (39218);0,86;0,19;0,19;0,21;0,04;0,01;1,49
12356;12356;lait et produits laitiers;fromages;Snack pour enfants à base de fromage fondu et de gressins;Processed cheese snack w breadsticks, for children;1,87;Snack pour enfants à base de fromage fondu et de gressins (12356);4,38;0,45;0,19;0,21;0,04;0,01;5,27
19433;19433;lait et produits laitiers;crèmes et spécialités à base de crème;Spécialité à base de crème légère 8% MG, fluide ou épaisse;cream, light, 4 to 8% fat, liquid or thick;4,08;Spécialité à base de crème légère 8% MG, fluide ou épaisse (19433);1,46;0,13;0,18;0,18;0,04;0,01;1,99
12355;12355;lait et produits laitiers;fromages;Spécialité fromagère fondante au fromage blanc et aux noix;Processed cheese with fresh cream cheese and walnuts;1,87;Spécialité fromagère fondante au fromage blanc et aux noix (12355);4,54;0,46;0,19;0,22;0,04;0,01;5,44
19530;19530;lait et produits laitiers;fromages;Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes);Uncured soft cheese, spreadable, around 30-40% fat, flavoured (ex : garlic and herbs);1,81;Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes) (19530);4,18;0,28;0,26;0,21;0,04;0,01;4,98
12340;12340;lait et produits laitiers;fromages;Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère;Uncured soft cheese, spreadable, around 20% fat, in a tub;2,24;Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère (12340);3,77;0,30;0,26;0,21;0,04;0,01;4,59
12315;12315;lait et produits laitiers;fromages;Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère;Uncured soft cheese, spreadable, around 25% fat, in a tub;2,24;Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère (12315);4,18;0,28;0,26;0,21;0,04;0,01;4,98
1027;1027;lait et produits laitiers;fromages;Spécialité végétale type fromage à tartiner, au soja, préemballée;Plant-based spread-cheese type, with soybean, prepacked;2,8;Spécialité végétale type fromage à tartiner, au soja, préemballée (1027);0,38;1,70;0,18;0,42;0,04;0,01;2,72
1029_1;1029;lait et produits laitiers;fromages;Spécialité végétale type fromage en tranche, sans soja, préemballée;Plant-based cheese, without soybean, prepacked, sliced;2,79;Spécialité végétale type fromage en tranche, sans soja, préemballée (1029);0,52;2,10;0,26;0,44;0,04;0,01;3,36
1029_2;1029;lait et produits laitiers;fromages;Spécialité végétale type fromage râpé, sans soja, préemballée;Plant-based cheese, without soybean, prepacked, shredded;2,79;Spécialité végétale type fromage râpé, sans soja, préemballée (1029);0,52;2,11;0,26;0,44;0,04;0,01;3,37
19698;19698;lait et produits laitiers;produits laitiers frais et assimilés;Tiramisu, rayon frais;Tiramisu, refrigerated;3,11;Tiramisu, rayon frais (19698);8,51;2,20;0,19;0,30;0,04;0,01;11,20
12763;12763;lait et produits laitiers;fromages;Tome des Bauges;Tomme cheese (PDO) from the French Bauges munntains;2,28;Tome des Bauges (12763);5,01;0,23;0,26;0,21;0,04;0,01;5,76
12759;12759;lait et produits laitiers;fromages;Tomme ou tome de montagne ou de Savoie;Tomme cheese, from mountain or Savoy;2,28;Tomme ou tome de montagne ou de Savoie (12759);4,93;0,24;0,26;0,21;0,04;0,01;5,68
12758;12758;lait et produits laitiers;fromages;Tomme ou tome de vache;Tomme cheese, from cow's milk;1,85;Tomme ou tome de vache (12758);4,98;0,23;0,26;0,21;0,04;0,01;5,73
12760;12760;lait et produits laitiers;fromages;Tomme ou tome, allégée en matière grasse, environ 13% MG;Tomme cheese, reduced fat, around 13% fat;2,28;Tomme ou tome, allégée en matière grasse, environ 13% MG (12760);4,93;0,24;0,26;0,21;0,04;0,01;5,68
12848;12848;lait et produits laitiers;fromages;Valençay (fromage de chèvre);Valençay cheese, from goat's milk;2,45;Valençay (fromage de chèvre) (12848);5,84;0,29;0,26;0,21;0,04;0,01;6,65
19550;19550;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt à la grecque, au lait de brebis;Yogurt, Greek-style, ewe's milk;2,49;Yaourt à la grecque, au lait de brebis (19550);1,70;0,15;0,18;0,19;0,04;0,01;2,26
19860;19860;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt à la grecque, nature;Yogurt, Greek-style, plain;2,48;Yaourt à la grecque, nature (19860);1,55;0,15;0,18;0,20;0,04;0,01;2,12
19552;19552;lait et produits laitiers;produits laitiers frais et assimilés;Yaourt à la grecque, sur lit de fruits;Yogurt, Greek-style, on a bed of fruits;3,61;Yaourt à la grecque, sur lit de fruits (19552);1,53;0,15;0,18;0,24;0,04;0,01;2,14
